dataset_id	seed	number_of_classes	n_init	aic	bic	mean_max_posterior	min_class_proportion	selection_eligible	seed_selected_k_by_eligible_bic	selected_k_by_eligible_bic
MIMIC-IV-2.2	20260619	4	10	429057.022134203	430906.89924801036	0.9995089655406044	0.004067216097613186	False		2
MIMIC-IV-2.2	20260619	5	10	400965.0612714488	403279.19325937773	0.9905885481395946	0.004067216097613186	False	2.0	2
MIMIC-IV-2.2	20260620	2	10	595596.4627469038	596517.8301124681	0.9999999521866411	0.4995183559884405	True		2
MIMIC-IV-2.2	20260620	3	10	496549.4126906871	497935.03493037296	0.999694704565766	0.004067216097613186	False		2
MIMIC-IV-2.2	20260620	4	10	429057.0219658027	430906.89907961007	0.9995089770036863	0.004067216097613186	False		2
MIMIC-IV-2.2	20260620	5	10	400965.20145413023	403279.3334420592	0.9905810474936761	0.004067216097613186	False	2.0	2
MIMIC-IV-2.2	20260621	2	10	595596.4627478467	596517.8301134111	0.9999999521866411	0.4995183559884405	True		2
MIMIC-IV-2.2	20260621	3	10	496549.4115305599	497935.03377024573	0.9996947211728757	0.004067216097613186	False		2
MIMIC-IV-2.2	20260621	4	10	429057.0217032368	430906.89881704416	0.999508995426022	0.004067216097613186	False		2
MIMIC-IV-2.2	20260621	5	10	387369.61141233763	389683.74340026657	0.9995072144199546	0.004067216097613186	False	2.0	2
MIMIC-IV-2.2	20260622	2	10	595596.4627469038	596517.8301124681	0.9999999521866411	0.4995183559884405	True		2
MIMIC-IV-2.2	20260622	3	10	496549.4096923287	497935.03193201456	0.9996947476376908	0.004067216097613186	False		2
MIMIC-IV-2.2	20260622	4	10	429057.02535534627	430906.90246915363	0.9995087435674995	0.004067216097613186	False		2
MIMIC-IV-2.2	20260622	5	10	400965.2166367693	403279.34862469824	0.9905068674791918	0.004067216097613186	False	2.0	2
MIMIC-IV-2.2	20260623	2	10	595596.4627415877	596517.830107152	0.9999999521866411	0.4995183559884405	True		2
MIMIC-IV-2.2	20260623	3	10	496549.4115305599	497935.03377024573	0.9996947211728757	0.004067216097613186	False		2
MIMIC-IV-2.2	20260623	4	10	429057.02456151653	430906.9016753239	0.9995087975846724	0.004067216097613186	False		2
MIMIC-IV-2.2	20260623	5	10	400964.07355247345	403278.2055404024	0.9906606016949007	0.004067216097613186	False	2.0	2
MIMIC-IV-2.2	20260624	2	10	595596.4627469038	596517.8301124681	0.9999999521866411	0.4995183559884405	True		2
MIMIC-IV-2.2	20260624	3	10	496549.41073573846	497935.0329754243	0.999694732720061	0.004067216097613186	False		2
MIMIC-IV-2.2	20260624	4	10	429057.0219658027	430906.89907961007	0.9995089770036863	0.004067216097613186	False		2
MIMIC-IV-2.2	20260624	5	10	400965.31781226565	403279.4498001946	0.990501942228939	0.004067216097613186	False	2.0	2
MIMIC-IV-2.2	20260625	2	10	595596.4627469038	596517.8301124681	0.9999999521866411	0.4995183559884405	True		2
MIMIC-IV-2.2	20260625	3	10	496549.4126906871	497935.03493037296	0.999694704565766	0.004067216097613186	False		2
MIMIC-IV-2.2	20260625	4	10	429057.0219658027	430906.89907961007	0.9995089770036863	0.004067216097613186	False		2
MIMIC-IV-2.2	20260625	5	10	400965.10447911825	403279.2364670472	0.9905105719240123	0.004067216097613186	False	2.0	2
MIMIC-IV-2.2	20260626	2	10	595596.4627469038	596517.8301124681	0.9999999521866411	0.4995183559884405	True		2
MIMIC-IV-2.2	20260626	3	10	496549.41074349405	497935.0329831799	0.9996947327200052	0.004067216097613186	False		2
MIMIC-IV-2.2	20260626	4	10	429057.02535534627	430906.90246915363	0.9995087435674995	0.004067216097613186	False		2
MIMIC-IV-2.2	20260626	5	10	400964.3865637037	403278.51855163265	0.990752712368324	0.004067216097613186	False	2.0	2
MIMIC-IV-2.2	20260627	2	10	595596.4627478467	596517.8301134111	0.9999999521866411	0.4995183559884405	True		2
MIMIC-IV-2.2	20260627	3	10	496549.4115424418	497935.03378212766	0.9996947211728233	0.004067216097613186	False		2
MIMIC-IV-2.2	20260627	4	10	429057.0223091362	430906.8994229436	0.9995089533640812	0.004067216097613186	False		2
MIMIC-IV-2.2	20260627	5	10	400965.15394102264	403279.2859289516	0.9905841590982816	0.004067216097613186	False	2.0	2
